Constantin Chiriţă,,,,,,,,,,,,,,
"Într-adevăr, tot oraşul îl bănuia pe Petrăchescu cam sucit la minte; nimeni nu ştia când vorbeşte aiurea şi când serios. Şi pe deasupra mai era poreclit şi „maţe negre”, ceea ce în limbajul oamenilor de prin acele locuri însemna zgârcit fără pereche. Păcatul acesta ca şi sminteala lui erau puse pe seama războiului. Petrăchescu fusese ofiţer activ, dar o schijă de brad i se strecurase în ţeastă, întrerupându-i cariera militară, încercase mai multe meserii, cam în van, până la urmă alegându-şi-o pe aceea de achiziţioner la o cooperativă. Umbla haihui prin sate şi peste coclauri, şi toţi ştiau că adevărata lui îndeletnicire e vânătoarea. Şi nu erau puţini acei care susţineau că vânător ca el nu se mai pomenise pe acele meleaguri. Niciodată, ziceau ei, nu-l văzuseră trăgând un singur cartuş în vânt, şi mai ziceau că dacă-l apucau pandaliile începea să tragă în rândunici şi-n lăstuni, doborând câte o păsăruică la fiecare foc.",,,,,,,,,,,,,,
— Oare-o să ne dea barca? Întrebă încă o dată Ursu ca pentru sine.,,,,,,,,,,,,,,
"— Cum să nu ne-o dea? Se înfierbântă Dan. Mergem cu toţii la el… Mamă dragă, ştiţi cum?… Ne îmbrăcăm în haine la fel: bluze şi cămăşi albe, fuste şi pantaloni albaştri, ciorapi şi pantofi negri. În uniformă şi aliniaţi pe două rânduri. Îl dăm gata cât aţi zice peşte. Şi dacă face nazuri şi rezistenţă… Eu îmi pun la bătaie toate economiile, şi dacă va fi nevoie voi cere şi datoria de la Tic…",,,,,,,,,,,,,,
"În butoi, datornicul scoase o limbă nesfârşită, ba mai întinse şi cotul în direcţia lui Dan. Cireşarul însă habar n-avea de răspunsul dintre doage; numai atitudinea lui Ţombi, care-l privea ameninţător, cu o ureche ciulită şi una atârnându-i, cu un colţ scăpat în afară şi un altul ascuns, i se păru cam ciudată:",,,,,,,,,,,,,,
"— Cu tine ce-i, mă potaie? Ia şterge-o după haimana… Adică, ia du-te dracului! Auzi?",,,,,,,,,,,,,,
"Ţombi îşi ciuli imediat şi cealaltă ureche şi-şi scoase şi celălalt colţ, dar un hârşâit pe care nici un alt auz nu l-ar fi putut recepta îi schimbă într-o clipită gândul şi mişcarea. Se retrase încet spre butoi, dar Dan nu descoperi în retragerea surprinzătoare a căţelului împlinirea propriei sale porunci. Poate că şi cuvântul rostit de Maria cu o voce ameţită de prea mult vis îl trezi din gândurile lui noi, aşa cum îi trezi şi pe ceilalţi:",,,,,,,,,,,,,,
— Baaaaarcaaaaa…,,,,,,,,,,,,,,
"— Vă mulţumesc pentru idee, spuse, cu un zâmbet cam îngheţat, Lucia. Cred că a sosit, în sfârşit, timpul să ne ocupăm şi de aparate…",,,,,,,,,,,,,,
"Cireşarii se descoperiră deodată posesorii a două bucurii, sau poate posedaţi de două bucurii: barca şi aparatele. Şi pentru că aparatele erau chiar lângă ei, şi mai ales pentru că erau ale lor, se lăsară, docili, subjugaţi de ele. Ionel, de astă dată în largul lui, făcu un plan straşnic, la repezeală, pentru verificarea aparatelor. De câtă vreme, şi cu câtă emoţie aşteptau cireşarii marele moment! Se formară doua grupuri, fiecare având în sarcina lui un aparat. Un grup trebuia să rămână chiar acolo, la masa din faţa cerdacului, celălalt urma să parcurgă un drum de vreo doi kilometri şi jumătate, care trecea prin grădina casei, apoi printr-o livadă care-şi căţărase prunii pe Dealul Cimitirului, apoi printr-o vie care se înfunda într-un crânguşor cu străluciri şi fâlfâiri de beteală, şi abia, la marginea crânguşorului, la semnul de recunoaştere: movila în formă de căciulă, trebuia să se oprească. Timpul se socoti cu multă zgârcenie: jumătate de oră – drumul până la movilă, zece minute – pregătirea aparatelor, zece minute – schimbul de mesaje, adică verificarea propriu-zisă, zece minute – pauză, jumătate de oră -întoarcerea. În total un ceas şi jumătate. Grupul de pe cerdac era compus din Ionel, Maria şi Dan. Celălalt, din Lucia, Victor şi Ursu.",,,,,,,,,,,,,,
"Dintre cei rămaşi în curte, în preajma cerdacului, cea mai nesuferită jumătate de oră o petrecu… Tic. Prichindelul izbutise, după nişte sforţări crâncene, să împingă cepul butoiului afară. Îşi zdrelise degetele tot împingând şi împingând, dar când îşi potrivi ochiul în cerculeţul de lumină zări o sumedenie de lucruri şi fiinţe, numai masa din faţa cerdacului şi aparatul care, probabil, se desfăta pe ea nu intra în raza privirilor lui. Dacă butoiul nu ar fi avut fund, l-ar fi potrivit la iuţeală cu ochiul de lumină spre masă, dar în situaţia în care se afla un singur lucru îi mai rămânea de făcut pentru a se înfrupta şi el din minunăţia din faţa cerdacului: să ridice din când în când capul afară din butoi. Şi treaba asta era foarte riscantă din cauza neînţelegerii dintre Ionel şi Ţombi. Căţelul stătea nemişcat, cu botul pe labe, la jumătatea distanţei dintre butoi şi cerdac. Ionel, crezându-se ameninţat, pândea cu coada ochiului fiecare mişcare a căţelului. Şi timpul se făcuse atât de leneş, că lui Tic îi venea să mănânce doagele.",,,,,,,,,,,,,,
"Dar nici cireşarii de pe cerdac n-o duceau mai bine. Şi asupra lor se abătuseră frigurile, deşi nu stăteau cu picioarele în apă ca prichindelul ciufulit şi curios. Aşteptarea îi ucidea şi pe ei, şi poate că se simţeau chiar mai încarceraţi decât prizonierul din butoi.",,,,,,,,,,,,,,
"În sfârşit, Ionel îşi privi ceasul:",,,,,,,,,,,,,,
— Au trecut treizeci şi cinci de minute… Ufff! Greu au mai trecut…,,,,,,,,,,,,,,
"Maria uită într-o clipă toate certurile pe care le avusese cu Ionel. Mai că-i venea să-i sară de gât, dar, atinsă de nu ştiu ce fior al amintirilor, se mulţumi doar să se apropie de el şi să-i urmărească febril, cu sufletul la gură, toate mişcările. Tânărul fizician îşi mai privi o dată ceasul, răsuflă prelung, de parcă ar fi aruncat kilometri de văpaie din el, eliberă antena subţire şi lungă, parcă fără de sfârşit, apoi începu semnalizările. Emiţătorul se supuse tocmai apăsării degetelor. Ţăcănituri, mai puternice, sau mai slabe, se auzeau distinct, semnaluri repetate, repetate, repetate… cu pauze între ele, cu pauze pentru răspuns, dar pauzele rămâneau goale, tăcute. Nici un răspuns…",,,,,,,,,,,,,,
"Cuprins de îngrijorare, Ionel se uită iarăşi la ceas. Îşi strânse pumnii şi se repezi din nou asupra emiţătorului. Semnale, semnale, semnale, şi pauze la fel de mute. O expresie de spaimă şi durere se întipări pe faţa fizicianului. Şi ea deveni aproape groază când se uită la Maria. Aştepta cuvinte rele, priviri crude, aştepta cârlige reci în umeri şi-n ceafă.",,,,,,,,,,,,,,
"Alături de Dan, Maria trăia însă aceleaşi emoţii şi aceleaşi spaime ca Ionel:",,,,,,,,,,,,,,
— Nu se poate! Se răzvrăti ea. Nu se poate! Mai încearcă o dată. Haide!,,,,,,,,,,,,,,
"Ionel se supuse îndemnului, mai ales că-l văzu şi pe Dan clătinând energic din cap. Reîncepu semnalizările, dar emiţătorul rămase în continuare mut şi nemişcat.",,,,,,,,,,,,,,
"Gândurile care încolţeau în mintea celor trei cireşari se asemănau întocmai: sau erau prost făcute aparatele, sau se întâmplase ceva, sus, pe deal.",,,,,,,,,,,,,,
"Într-adevăr se întâmplase ceva sus pe deal. Chiar în clipa când Victor şi Lucia se pregăteau să instaleze antena aparatului în vârful movilei, fuseseră opriţi de vocea foarte convingătoare a lui Ursu:",,,,,,,,,,,,,,
"— Staţi! Porunci el. Ia uitaţi-vă colo pe muchia dealului… La o palmă de capătul crângului, lângă copacul acela îndoit… Vedeţi?… Chiar în dreptul copacului… Să nu pun mâna pe nici o barcă, toată viaţa mea, dacă arătarea aceea cu pălărioară ţuguiată nu e chiar Petrăchescu!",,,,,,,,,,,,,,
"Lucia şi Victor îşi făcură mâinile streaşină şi priviră spre locul indicat de Ursu. Zăreau ei ceva ce aducea a om, dar nici vorbă să-i distingă capul şi pălărioara. Silueta care se contura încetul cu încetul era însă prea ciudată pentru a fi a altcuiva.",,,,,,,,,,,,,,
— El e! Se convinse Victor. Ce facem?,,,,,,,,,,,,,,
"— Mai întâi ascundem aparatul în tufişul ăsta, spuse Lucia. Numai să nu ne înşelăm…",,,,,,,,,,,,,,
— Dacă vă spun eu! Se simţi Ursu oarecum jignit.,,,,,,,,,,,,,,
"— E sigur Petrăchescu, întări Victor, şi cel mai bun lucru pe care-l avem de făcut e să ne ducem noi spre el, ca să nu vină el spre noi. Aparatul nu-l mai putem ascunde decât cu riscul de a-i atrage şi mai mult atenţia…",,,,,,,,,,,,,,
— Grozav! Acceptă Lucia. Şi poate că n-ar strica să ne prefacem că tocmai pe el îl căutăm…,,,,,,,,,,,,,,
"Nu mai era nici o îndoială pentru nimeni. Individul care înainta cu paşi neverosimil de lungi, înalt şi deşirat şi slab ca o prăjină, cu o pălărioară verde ca un coif de hârtie, care purta o pană de cocoş chiar în vârful ţuguiului, cu puşca pe umăr, cu cizme lucitoare strânse pe gambe, nu era altul decât Petrăchescu, posesorul bărcii de cauciuc.",,,,,,,,,,,,,,
"Lăsând aparatul în paza nesigură a unor păsărele, cei trei porniră în goană spre vânător. Petrăchescu venea întins spre ei, dar îşi încetini mersul când descoperi că tocmai el era ţinta celor trei tineri.",,,,,,,,,,,,,,
"— Ce vi s-a întâmplat, cetăţenilor? Îi întâmpină el cu o voce subţire, piţigăiată. Vă goneşte din urmă vreo dihanie?",,,,,,,,,,,,,,
"Cetăţenii îl salutară cu respect, toţi. Dar de vorbit, numai Ursu putea să vorbească, Lucia şi Victor nu-şi puteau reţine gâfâitul sonor şi neprefăcut. Şi Ursu îşi învinse timiditatea, aproape ţipând la vânător:",,,,,,,,,,,,,,
— Plecăm pentru câteva zile într-o excursie…,,,,,,,,,,,,,,
"— Nu trebuie să ţipi, domnule, îi tempera vânătorul zelul. Am urechi destul de bune. Amândouă, nu cum zice lumea.",,,,,,,,,,,,,,
Ursu se fistici dintr-odată:,,,,,,,,,,,,,,
"— Ştiţi… Adică nu într-o excursie… Ne-am gândit, noi… Ştiţi… O expediţie ştiinţifică… Noi şi alţi prieteni… Ştiţi… Poate că ne ajutaţi şi dumneavoastră…",,,,,,,,,,,,,,
"— Aha! Pricepu vânătorul. Vreţi să vă ajut într-o excursie… Păi dacă-mi stă în putinţă, cu cea mai mare plăcere, pe cinstea mea… Arătaţi-mi un altul care cunoaşte mai bine decât mine regiunea!… Nu s-a născut încă, pe cinstea mea. Aţi nimerit exact unde trebuie, adică aţi bătut exact la uşa cea bună, pe cinstea mea… Şi cam ce vă doare?",,,,,,,,,,,,,,
"După o scurtă luptă cu sine însuşi, Ursu îndrăzni:",,,,,,,,,,,,,,
— V-am ruga din suflet să ne împrumutaţi câteva zile… Barca dumneavoastră de cauciuc!,,,,,,,,,,,,,,
"Vânătorul îşi plimbă degetele pe sub pălăria ţuguiată, coborând-o până la sprâncene. Barba, parcă despărţită de maxilar, i se roti de câteva ori, oferind un spectacol de circ, care însă în loc să-i amuze îi sperie pe spectatori. Râsul vână-torului suna forţat:",,,,,,,,,,,,,,
"— Hm… Hm… Barca! Lucru rar… Hm… Lucru foarte greu de găsit… Lucru imposibil de găsit, pe cinstea mea.",,,,,,,,,,,,,,
— Dacă… Nu ştiu cum să vă spunem… Interveni Lucia. Ne-am gândit la chirie… Adică ne-am gândit că poate vreţi s-o vindeţi. Suntem gata să renunţăm la toate economiile noastre…,,,,,,,,,,,,,,
"Vânătorul se uită şi mai atent la cei trei tineri. Oferta făcută de ei nu-i displăcea de tot. Se gândea mai ales la chirie, şi văzându-i îmbrăcaţi curat, Lucia chiar cu o anumită eleganţă, îşi închipui că economiile lor nu erau de lepădat. De aceea, după ce-şi mai scarpină o dată ceafa, se hotărî să le răspundă cu o promisiune:",,,,,,,,,,,,,,
"— Hm… Văz că vă gândiţi la chirie, că de vândut, n-aş vinde barca, în mormânt de-aş fi, pe cinstea mea. N-aş vinde-o nici măcar pentru cinsprezece mii, nici dacă mi s-ar da în loc un vapor… Da-n ce parte faceţi excursia? La Poarta Dracului?",,,,,,,,,,,,,,
"Lucia îl atinse încet cu cotul pe Victor, şi tânărul, ca şi cum s-ar fi trezit atunci dintr-o lungă meditaţie, spuse:",,,,,,,,,,,,,,
"— A, nu la Poarta Dracului. Poate mai târziu, dar pentru Poarta Dracului nu avem nevoie de barcă. Ne-am gândit să mergem câteva zile la Lacul Păstrăvilor…",,,,,,,,,,,,,,
"Vânătorul se înnegură la faţă. Era cât pe-aci să spună ceva, chiar deschise gura, dar dintr-o dată se răzgândi.",,,,,,,,,,,,,,
"— E o regiune foarte frumoasă şi foarte puţin umblată, spuse cu un ton rugător Lucia. Am putea descoperi multe lucruri acolo…",,,,,,,,,,,,,,
"— Ştiu… Ştiiiiiiiu, îi răspunse vânătorul în zeflemea. Dar, din păcate, numai spre sfârşitul lui august v-aş putea împrumuta barca. Până atunci absolut imposibil, pe cinstea mea.",,,,,,,,,,,,,,
"— Numai pentru câteva zile, se rugă Ursu.",,,,,,,,,,,,,,
Vânătorul îşi desprinse iarăşi bărbia de maxilar rotindu-şi-o însă de astă dată în direcţie contrară:,,,,,,,,,,,,,,
"— Hm.” Eu nu am obiceiul să vorbesc în vânt, pe cinstea mea. Vă convine în august?… Bine!… Nu vă convine?… Bună ziua! Clar sau nu?… Deşi, eu v-aş da un sfat părintesc: Mai bine v-aţi căuta altă regiune. Sunt prea multe primejdii acolo, pe cinstea mea.",,,,,,,,,,,,,,
"După ce-şi puse pentru ultima dată la bătaie cinstea, vânătorul îşi scoase în semn de salut pălărioara cu pană mândră de pe vârful capului şi se depărtă cu aceiaşi paşi neverosimil de lungi.",,,,,,,,,,,,,,
"Cireşarii se uitară unii la alţii întristaţi, dar dezolarea nu-i paraliza pentru multă vreme. Îşi amintiră toţi odată, ca la un semnal, de aparatul lăsat la poalele movilei şi porniră într-acolo, hotărâţi parcă să doboare toate recordurile tuturor curselor cu obstacole. Primul care ajunse la movilă, lăsându-şi prietenii cam pe la jumătatea drumului, fu, bineînţeles, Ursu.",,,,,,,,,,,,,,
"Pe cerdac lipseau numai acordurile unui marş funebru. Parcă fiecare îşi ducea la groapă prietenul, atâta jale era în priviri, atâta moleşeală şi amorţeală bolnavă în mişcări. Mai mult din inerţie, pentru că nu mai aveau nici măcar puterea de a-şi întrerupe mişcarea, degetele lui Ionel loveau din când în când în emiţător. Dar tocmai în momentul când absolut orice speranţă părea pierdută, exact aşa cum se întâmplă în foarte multe cărţi, în aparat se auziră câteva pocnituri. Trezit ca dintr-un vis rău, Ionel bătu automat semnalul convenţional de recepţie şi-i făcu semn cu mâna lui Dan să înregistreze mesajul movilei. Şi Maria, şi Dan, ba chiar şi Ionel, cu mâna stângă, notau în carnete sumedenie de linii şi puncte, şi descifrarea lor era o joacă pentru fiecare: „Eşec. Eşec total. Vânătorul refuză să ne dea barca. Venim imediat”.",,,,,,,,,,,,,,
"— Eşec! Ţipă Ionel cuprins de o bucurie nebună. Să se ducă dracului barca, vânătorul şi toate aiurelile! Nu mă mai interesează nimic! Merg aparatele? Merg! Ura!",,,,,,,,,,,,,,
"— Bravo, Ionel! Se bucură Maria. Pe cuvântul meu că-mi pare foarte bine.",,,,,,,,,,,,,,
"— Şi mie, spuse Dan cu o intonaţie ciudată în voce. Dar tare mă necăjeşte chestia cu barca. Să ştii că ăilalţi s-au întâlnit pe deal cu vânătorul. De-aceea au întârziat. Oare de ce nu vrea să ne dea barca?",,,,,,,,,,,,,,
"— Dă-o-ncolo de barcă! Îl pironi Ionel. Tu nu-ţi dai seama, mă, ce victorie am realizat? Ar trebui să te dai peste cap de bucurie şi să te lauzi la toţi că-mi eşti amic.",,,,,,,,,,,,,,
Maria se retrase repede dintr-o vrajă primejdioasă:,,,,,,,,,,,,,,
"— Ce s-a întâmplat cu tine, Ionel? Cum poţi să spui că nu te mai interesează nimic altceva?",,,,,,,,,,,,,,
Ionel i se proţăpi dispreţuitor în faţă:,,,,,,,,,,,,,,
— Arată-mi tu pe altcineva care la vârsta asta a construit un aparat tefefe!,,,,,,,,,,,,,,
Sclipiri de uimire şi apoi de duşmănie fulgerară în ochii negricioasei cu cozi:,,,,,,,,,,,,,,
— Adică tu chiar nu ştii? Ori numai te faci că nu ştii?,,,,,,,,,,,,,,
Ionel era de-a dreptul surprins:,,,,,,,,,,,,,,
— Vrei să spui că E…,,,,,,,,,,,,,,
"— Nu! Îl opri Maria cu cruzime. Nu E, şi nici M, şi nici alţii dintre cei la care te gândeşti tu. Vreau să spun că e cineva mai tânăr decât tine care a făcut această ispravă.",,,,,,,,,,,,,,
— Cine?! Se holbă Ionel. Chiar m-ai făcut curios…,,,,,,,,,,,,,,
— Lucia!,,,,,,,,,,,,,,
"— Lucia! Apă de ploaia… Cu ea sau fără ea, acelaşi lucru, dacă vrei să fim drepţi.",,,,,,,,,,,,,,
"— Tocmai ca să fim drepţi, mincinosule! Dacă nu v-am fi văzut pe amândoi, şi dacă n-am fi văzut-o pe Lucia singură, şi dacă n-am şti ce este în capul şi în mâinile ei…",,,,,,,,,,,,,,
"Ionel o alungă cu mâna, într-un gest aproape dezgustător:",,,,,,,,,,,,,,
— Întotdeauna ai fost o scârboasă…,,,,,,,,,,,,,,
— Şi tu un îngâmfat fără pereche… În privinţa asta întotdeauna o să fii cel dintâi şi cel mai tânăr dintre toţi lăudăroşii care există…,,,,,,,,,,,,,,
— Mizerabilo!,,,,,,,,,,,,,,
— Neruşinatule!,,,,,,,,,,,,,,
"Tocmai în clipa aceea, Ţombi îşi aduse aminte că ar trebui într-un fel să-l felicite pe Ionel pentru succesul său. Şi se repezi spre dânsul cu această intenţie veselă. Ionel însă, neînţelegând-o, ba mai mult, interpretând-o tocmai pe dos, se feri de Ţombi, de parcă s-ar fi trezit la o vânătoare de lei, fără puşcă în mână, atacat de cel mai fioros exemplar. Prin urmare, o luă la goană prin curte, în loc să încerce să se izoleze undeva pe cerdac. Acesta fu începutul ghinionului. În curte se afla o piatră oarecare, poate singura piatră din curte, dar tocmai în ea nimeri piciorul lui Ionel. Zelul ghinionului nu se mulţumi însă cu atât. În loc să cadă lat la pământ şi să rămână acolo lângă piatră, Ionel fu aruncat în sus, în cădere se încovoie, astfel că atinse pământul ca un colac azvârlit cu putere de cineva. Ghinionul îşi făcu şi ultima poftă: lovi mişeleşte. Colacul în care se prefăcuse Ionel porni de-a dura prin curte şi nu găsi în tot spaţiul acela imens alt obiect de care să se lovească decât butoiul, cel mai liniştit dintre toate. Ciocnirea dură şi neaşteptată răsturnă într-o clipă butoiul şi opri rostogolirea sinucigaşă a lui Ionel.",,,,,,,,,,,,,,
